parcel_address,stop_name,distance
14700 TOWNSEND RD,Pine St & Flowers Av,0.08
14700 TOWNSEND RD,Pine St & Maple Av - FS,0.08
14700 TOWNSEND RD,Pine St & Woods Dr,0.07
14700 TOWNSEND RD,Bellevue Av & Highland Av - FS,0.07
14700 TOWNSEND RD,Bellevue Av & Park Av,0.07
14700 TOWNSEND RD,Bellevue Av & Comly Rd - FS,0.07
5203 CASTOR AVE,Pratt St & Castor Av,0.00
1357 PRATT ST,Pratt St & Saul St,0.00
5201 OAKLAND ST,Pratt St & Oakland St,0.00
5203 OXFORD AVE,Pratt St & Oxford Av,0.00
5200-48 OXFORD AVE,Pratt St & Large St,0.00
1061 PRATT ST,Pratt St & Rutland St,0.00
5201 E ROOSEVELT BLVD,Pratt St & Roosevelt Blvd,0.00
5200 E ROOSEVELT BLVD,Pratt St & Roosevelt Blvd  - FS,0.00
5501 LORETTO AVE,Pratt St & Loretto Av,0.00
901 PRATT ST,Pratt St & Summerdale Av ,0.00
900 BRIDGE ST,Summerdale Av & Bridge St,0.00
900 SANGER ST,Summerdale Av & Sanger St,0.00
1100 E CHELTENHAM AVE,Summerdale Av & Cheltenham Av,0.00
1100 VAN KIRK ST,Summerdale Av & Van Kirk St,0.00
5801 TABOR AVE,Oxford Av & Martins Mills Rd,0.00
6361-63 MONTOUR ST,Martins Mill Rd & Montour St,0.00
6388 MARTINS MILL RD,Martins Mill Rd & Levick St,0.00
6401 MARTINS MILL RD,Martins Mill Rd & Tabor Av,0.00
6453 MARTINS MILL RD,Martins Mill Rd & Lawndale St,0.00
608 GILHAM ST,Martins Mill Rd & Gilham St,0.00
530 FANSHAWE ST,Martins Mill Rd & Fanshawne St,0.00
6701 RISING SUN AVE,Martins Mill Rd & Rising Sun Av,0.00
7341 CENTRAL AVE,Central Av & Tudor St,0.00
500 FAUNCE ST,Central Av & Shelmire Av - FS,0.00
7749 HASBROOK AVE,Hasbrook Av & Central Av - FS,0.00
7797 HASBROOK AVE,Hasbrook Av & Hartel Av,0.00
7901-05 OXFORD AVE,Oxford Av & Borbeck Av - FS,0.00
8111 OXFORD AVE,Huntingdon Pk & Robbins Av,0.00
8248-50 ROCKWELL AVE,Huntingdon Pk & Rockledge Av,0.01
8400 PINE RD,Huntingdon Pk & Rockledge Av - MBFS,0.01
8400 PINE RD,Huntingdon Pk & Sioux Av - FS,0.02
8400 PINE RD,Huntingdon Pk & Susquehanna St,0.02
8800 PINE RD,Huntingdon Pk & Linton Rd,0.02
9040 PINE RD,Huntingdon Pk & Hoyt Rd,0.02
9040 PINE RD,Huntingdon Pk & Meetinghouse Rd,0.02
9040 PINE RD,Huntingdon Pk & Moredon Rd,0.02
9040 PINE RD,Huntingdon Pk & Moredon Rd - MBFS,0.02
9040 PINE RD,Huntingdon Pk & Holy Redeemer Hosp,0.02
9663 PINE RD,Huntingdon Pk & Moreland Rd,0.02
9620 PINE RD,Huntingdon Pk & Chestnut St,0.02
10 WELSH RD,Gloria Dei Manor,0.02
10 WELSH RD,Old Welsh Rd & Walton Rd - FS,0.02
10 WELSH RD,Huntingdon Pk & Philmont Av - FS,0.02
70 RED LION RD,Huntingdon Pk & Red Lion Rd,0.02
1 RED LION RD,Huntingdon Pk & Buck Rd,0.02
14700 TOWNSEND RD,Bellevue Av & Lincoln Hwy - FS,0.07
14700 TOWNSEND RD,Old Lincoln Rd & Glenn Av,0.06
14700 TOWNSEND RD,Old Lincoln Rd & Carter Av - FS,0.05
104 ALNUS PL,Huntingdon Pk & College Dr,0.03
10622 LOCKART RD,Huntingdon Pk & Tomlinson Rd,0.03
100 COUNTY LINE RD,County Line Rd & James Way,0.05
100 COUNTY LINE RD,County Line Rd & Huntingdon Pk - FS,0.04
100 COUNTY LINE RD,James Way & Jaymor Rd,0.05
100 COUNTY LINE RD,Jaymor Rd & 2nd St Pk,0.04
100 COUNTY LINE RD,2nd St Pk & Madison Av - FS,0.04
100 COUNTY LINE RD,2nd St Pk & Rozel Av - FS,0.04
100 COUNTY LINE RD,2nd St Pk & Knowles Av,0.04
100 COUNTY LINE RD,2nd St Pk & Hampton  Av - FS,0.05
100 COUNTY LINE RD,Street Rd & Knowles Av,0.04
15150 E ROOSEVELT BLVD,Rockhill Rd & U S 1,0.02
15150 E ROOSEVELT BLVD,Horizon Corp Center - 1,0.02
15150 E ROOSEVELT BLVD,Horizon Corp Center - 2,0.02
15150 E ROOSEVELT BLVD,Horizon Corp Center - 3 Owl Link,0.02
15150 E ROOSEVELT BLVD,Old Lincoln & Trailwood,0.02
2670 BLUEBELL CT,Old Lincoln Hwy & Street Rd - MBNS,0.01
2670 BLUEBELL CT,Old Lincoln Hwy & Carter Rd,0.01
2670 BLUEBELL CT,Old Lincoln Hwy & Concord Dr,0.01
15150 E ROOSEVELT BLVD,Old Lincoln Hwy & Somerton Rd - FS,0.01
15150 E ROOSEVELT BLVD,Old Lincoln Hwy & Interplex Dr,0.01
15150 E ROOSEVELT BLVD,Old Lincoln Hwy & Northgate Dr - FS,0.00
2760 RED LION RD,MARMAX - on site,0.00
2770 RED LION RD,Red Lion Rd & Congdon Pkwy - FS,0.00
2751 RED LION RD,Red Lion Rd & Congdon Pkwy - MBFS,0.00
102R BYBERRY RD,Huntingdon Pk & Byberry Rd - FS,0.04
102R BYBERRY RD,Huntingdon Pk & Warfield Ln,0.04
10901 BUSTLETON AVE,Bustleton Av & Tomlinson Rd,0.00
11045 BUSTLETON AVE,Bustleton Av & Burgess St - FS,0.00
11069 BUSTLETON AVE,Bustleton Av & Rennard St,0.00
11061 BUSTLETON AVE,Bustleton Av & Larkspur St,0.00
100 COUNTY LINE RD,2nd St Pk & Rozel Av - MBNS,0.04
100 COUNTY LINE RD,2nd St Pk & Madison Av - MBNS,0.04
100 COUNTY LINE RD,Jaymore Rd & 2nd St Pk - FS,0.04
100 COUNTY LINE RD,James Way & Jaymor Rd - FS,0.05
100 COUNTY LINE RD,James Way & County Line Rd - MBNS,0.05
13301 HOWARD ARTHUR DR,Huntingdon Pk & Wright Dr,0.04
102R BYBERRY RD,Huntingdon Pk & Warfield Ln,0.04
11148 HENDRIX ST,Huntingdon Pk & Spur Rd - FS,0.04
70 RED LION RD,Huntingdon Pk & Fettersmill Rd,0.02
10 WELSH RD,Huntingdon Pk & Old Welsh Rd,0.02
9048 CLOVERLY RD,Willits Rd & Cloverly Rd,0.00
3101 WILLITS RD,Convent Av & Willits Rd - FS,0.00
9219 CONVENT AVE,Convent Av & Fordham Rd - MBFS,0.00
9260 ANNAPOLIS RD,Convent Av & Annapolis Rd,0.00
9244 ANDOVER RD,Convent Av & Andover Rd,0.00
9507 CONVENT AVE,Convent Av & Academy Rd,0.00
9325 ACADEMY RD,Academy Rd & Eden St,0.00
9427 ACADEMY RD,Academy Rd & Holyoke Rd,0.00
9559 ACADEMY RD,Academy Rd & Grant Av - MBFS,0.00
10501-21 ACADEMY RD,Academy Rd & Cromwell Rd,0.00
3200 RED LION RD,Academy Rd & Red Lion Rd,0.00
9951 ACADEMY RD,Morrell Av & Canterbury Rd,0.00
3254 MORRELL AVE,Morrell Av & Chesterfield Rd,0.00
3300 S KESWICK RD,Morrell Av & S Keswick Rd,0.00
3600 RAYLAND RD,Keswick Rd & Rayland Rd,0.00
10825 KESWICK RD,Keswick Rd & Brookview Rd,0.00
10825 KESWICK RD,Keswick Rd & Carey Rd,0.00
10825 KESWICK RD,Keswick Rd & Chalfont Dr,0.00
3500 BYRNE RD,Chalfont Dr & Byrne Rd,0.00
3437 CHALFONT DR,Chalfont Dr & Calera Rd,0.00
3401 CHALFONT DR,Chalfont Dr & Academy Rd,0.00
301 BUXMONT ST,Huntingdon Pk & Barnswallow Ln,0.04
10622 LOCKART RD,Huntingdon Pk & Alnwick Rd,0.03
1 RED LION RD,Huntingdon Pk & Buck Rd - FS,0.02
9620 PINE RD,Huntingdon Pk & Chestnut St,0.02
9665 PINE RD,Huntingdon Pk & Welsh Rd,0.02
11101 ACADEMY RD,Academy Rd & Ryan High School South Entrance,0.00
11101 ACADEMY RD,Academy Rd & Ryan Dr North,0.00
11301 ACADEMY RD,Academy Rd & Comly Rd - MBNS,0.00
12400 TYRONE RD,Medford Rd & Tyrone Rd - FS,0.00
3300 ANCONA RD,Medford Rd & Ancona Rd,0.00
12535 MEDFORD RD,Medford Rd & Belgreen Rd,0.00
3300 DANLEY RD,Medford Rd & Danley Rd,0.00
11803 ACADEMY RD,Academy Rd & Comly Rd - FS,0.00
3300 LESTER RD,Medford Rd & Lester Rd,0.00
12710 HOLLINS RD,Medford Rd & Hollins Rd,0.00
3400 ORION RD,Medford Rd & Orion Rd,0.00
3439 VINTON RD,Medford Rd & Vinton Rd,0.00
12732 VERDA DR,Mechanicsville Rd & Verda Dr,0.00
4301 BYBERRY RD,Franklin Mills & Design Ctr - MBFS,0.00
12300-40 ACADEMY RD,Byberry Rd & Academy Rd - FS,0.00
12601 TOWNSEND RD,Byberry Rd & Townsend Rd,0.00
9040 PINE RD,Huntingdon Pk & Holy Redeemer Hos - 1,0.02
9040 PINE RD,Huntingdon Pk & Holy Redeemer Hosp - 2,0.02
9040 PINE RD,Huntingdon Pk & Moredon Rd,0.02
9040 PINE RD,Huntingdon Pk & Meetinghouse Rd,0.02
9040 PINE RD,Huntingdon Pk & King Rd,0.02
8800 PINE RD,Huntingdon Pk & Susquehanna St,0.02
8400 PINE RD,Huntingdon Pk & Arthur Av,0.01
7986 OXFORD AVE,Oxford Av & Pine Rd,0.00
433 HARTEL AVE,Hasbrook Av & Hartel Av,0.00
7500 CENTRAL AVE,Hasbrook Av & Central Av,0.00
7500 CENTRAL AVE,Central Av & Faunce St,0.00
7500 CENTRAL AVE,Central Av & Shelmire Av,0.00
7370 CENTRAL AVE,Central Av & Tudor St,0.00
6600 MARTINS MILL RD,Martins Mill & Rising Sun - FS,0.00
6610 MARTINS MILL RD,Martins Mill Rd & Fanshawe St - FS,0.00
551 GILHAM ST,Martins Mill Rd & Gilham St,0.00
6422 MARTINS MILL RD,Martins Mill Rd & Tabor Av,0.00
707 LEVICK ST,Martins Mill Rd & Levick St,0.00
6370 MARTINS MILL RD,Martins Mill Rd & Montour St,0.00
1057 E CHELTENHAM AVE,Summerdale Av & Cheltenham Av,0.00
899 SANGER ST,Summerdale Av & Sanger St,0.00
897 BRIDGE ST,Summerdale Av & Bridge St,0.00
904 PRATT ST,Pratt St & Summdale Av - FS,0.00
942 PRATT ST,Pratt St & Loretto Av,0.00
5126 E ROOSEVELT BLVD,Pratt St & Roosevelt Blvd,0.00
5135 E ROOSEVELT BLVD,Pratt St & Roosevelt Blvd - FS,0.00
5148 CASTOR AVE,Pratt St & Castor Av,0.00
1048 PRATT ST,Pratt St & Rutland St,0.00
5025 RUTLAND ST,Pratt St & Large St,0.00
5201 OXFORD AVE,Pratt St & Horrocks St,0.00
1258 PRATT ST,Pratt St & Oakland St,0.00
5166 SAUL ST,Pratt St & Saul St,0.00
4652 E THOMPSON ST,Thompson St & Ash St ,0.00
4600 E THOMPSON ST,Thompson St & Buckius St ,0.00
4500-02 E THOMPSON ST,Thompson St & Lefevre St ,0.00
2643 ORTHODOX ST,Thompson St & Orthodox St ,0.00
4358 RICHMOND ST,Richmond St & Sellers St ,0.00
4330-38 EDGEMONT ST,Richmond St & Bristol St,0.00
4218 RICHMOND ST,Richmond St & Alresford St ,0.00
4170 RICHMOND ST,Richmond St & Berkshire St ,0.00
4000 RICHMOND ST,Richmond St & Lewis St - FS,0.00
4000 RICHMOND ST,Richmond St & Luzerne St,0.00
3900 RICHMOND ST,Richmond St & Wheatsheaf Ln,0.00
3798 RICHMOND ST,Richmond St & Butler St - FS,0.00
3700 RICHMOND ST,Richmond St & Castor Av ,0.00
3500-70 RICHMOND ST,Richmond St & Tioga St ,0.00
3400 RICHMOND ST,Richmond St & Ontario St,0.00
2801 E ONTARIO ST,Richmond St & Ontario St - FS,0.00
3467 RICHMOND ST,Richmond St & Tioga St,0.00
3685 RICHMOND ST,Richmond St & Castor Av,0.00
3887 RICHMOND ST,Richmond St & Wheatsheaf Ln,0.00
3979 RICHMOND ST,Richmond St & Luzerne St,0.00
4055 RICHMOND ST,Richmond St & Lewis St ,0.00
4101R RICHMOND ST,Richmond St & Berkshire St - FS,0.00
4219 RICHMOND ST,Richmond St & Alresford St ,0.00
4257 RICHMOND ST,Richmond St & Bristol St,0.00
4369 1/2 RICHMOND ST,Richmond St & Sellers St ,0.00
4489 RICHMOND ST,Richmond St & Lefevre St ,0.00
4501 RICHMOND ST,Richmond St & Buckius St,0.00
4701 RICHMOND ST,Richmond St & Ash St ,0.00
4745-49 RICHMOND ST,Richmond St & Kirkbride St,0.00
2800 BRIDGE ST,Richmond St & Bridge St,0.00
2701 BRIDGE ST,Bridge St & Salmon St,0.00
7347 WHITAKER AVE,Whitaker Av & Bleigh Av ,0.00
7437 WHITAKER AVE,Whitaker Av & Shelmire Av ,0.00
1400 FAUNCE ST,Whitaker Av & Faunce St ,0.00
1400 NAPFLE AVE,Whitaker Av & Napfle Av ,0.00
1434 NAPFLE AVE,Napfle Av & Pennway St - FS,0.00
7626 ALGON AVE,Napfle Av & Algon Av - MBNS,0.00
7733-35 ALGON AVE,Algon Av & Hartel Av ,0.00
7830 LANGDON ST,Algon Av & Langdon St ,0.00
1600 LONEY ST,Algon Av & Loney St ,0.00
1600 STANWOOD ST,Algon Av & Stanwood St ,0.00
8127 ALGON AVE,Algon Av & Solly Av ,0.00
8247 ALGON AVE,Algon Av & Hoffnagle St,0.00
1600 STRAHLE ST,Algon Av & Strahle St,0.00
1600 FOX CHASE RD,Algon Av & Fox Chase Rd ,0.00
8355 ALGON AVE,Algon Av & Krewstown Rd ,0.00
8800 RISING SUN AVE,Krewstown Rd & Rising Sun Av,0.00
8875 KREWSTOWN RD,Krewstown Rd & Bloomfield Av ,0.00
9301 KREWSTOWN RD,Krewstown Rd & Surrey Rd - FS,0.00
9307 KREWSTOWN RD,Krewstown Rd & Grant Av,0.00
9418 BUSTLETON AVE,Grant Av & Bustleton Av ,0.00
1900 GRANT AVE,Grant Av & Dungan Rd ,0.00
2000 GRANT AVE,Grant Av & Hoff St ,0.00
2044 GRANT AVE,Grant Av & Clark St ,0.00
2136 GRANT AVE,Grant Av & Evans St ,0.00
9432-98 E ROOSEVELT BLVD,Grant Av & Roosevelt Blvd,0.00
9497 E ROOSEVELT BLVD,Grant Av & Roosevelt Blvd - FS,0.00
2556 GRANT AVE,Grant Av & Blue Grass Rd - 1,0.00
2748 GRANT AVE,Grant Av & Blue Grass Rd - 3 MBFS,0.00
2800 WILLITS RD,Willits Rd & Ashton Rd - MBFS,0.00
2960 WILLITS RD,Willits Rd & Convent Av ,0.00
3142 FAIRFIELD ST,Willits Rd & Fairfield St - FS,0.00
3170 WILLITS RD,Willits Rd & Holme Av ,0.00
3383 HOLME AVE,Academy Rd & Holme Av - FS,0.00
9201 OUTLOOK AVE,Academy Rd & Outlook Av ,0.00
9215 OUTLOOK AVE,Outlook Av & Lansford St ,0.00
9259 OUTLOOK AVE,Outlook Av & Convent Av ,0.00
9343 OUTLOOK AVE,Outlook Av & Aubrey Av ,0.00
9437 OUTLOOK AVE,Outlook Av & Holyoke Rd - FS,0.00
3500 PRIMROSE RD,Outlook Av & Primrose Rd,0.00
9510 FORDHAM RD,Primrose Rd & Fordham Rd ,0.00
9550 LEON ST,Grant Av & Leon St ,0.00
9800 FRANKFORD AVE,Grant Av & Leon St ,0.00
3139 WILLITS RD,Willits Rd & Fairfield St ,0.00
3101 WILLITS RD,Willits Rd & Convent Av ,0.00
2901 GRANT AVE,Grant Av & Ashton Rd - MBFS,0.00
2451 GRANT AVE,Grant Av & Roosevelt Blvd - MBNS,0.00
9500 E ROOSEVELT BLVD,Grant Av & Roosevelt Blvd - FS,0.00
9501 CLARK ST,Grant Av & Clark St ,0.00
9509-11 HOFF ST,Grant Av & Hoff St ,0.00
1901 GRANT AVE,Grant Av & Dungan Rd ,0.00
1815 GRANT AVE,Grant Av & Bustleton Av - MBNS,0.00
9434 KREWSTOWN RD,Krewstown Rd & Grant Av - FS,0.00
8900 KREWSTOWN RD,Krewstown Rd & Bloomfield Av,0.00
8466 ALGON AVE,Algon Av & Krewstown Rd - FS,0.00
8424 ALGON AVE,Algon Av & Fox Chase Rd ,0.00
8400 ALGON AVE,Algon Av & Dorcas St,0.00
8246 ALGON AVE,Algon Av & Hoffnagle St - FS,0.00
1517 SOLLY AVE,Algon Av & Solly Av,0.00
8020 ALGON AVE,Algon Av & Stanwood St - FS,0.00
7926 ALGON AVE,Algon Av & Griffith St,0.00
1537 HARTEL AVE,Algon Av & Hartel Av,0.00
7700 ALGON AVE,Algon Av & Napfle Av,0.00
1439 NAPFLE AVE,Napfle Av & Pennway St,0.00
1401 NAPFLE AVE,Napfle Av & Whitaker Av,0.00
1339 FAUNCE ST,Whitaker Av & Faunce St,0.00
7500-02 WHITAKER AVE,Whitaker Av & Shelmire Av,0.00
7400 WHITAKER AVE,Whitaker Av & Bleigh Av,0.00
3471 HOLYOKE RD,Outlook Av & Holyoke Rd,0.00
3459 AUBREY AVE,Outlook Av & Aubrey Av ,0.00
9644 CONVENT AVE,Outlook Av & Convent Av,0.00
9215 ACADEMY RD,Outlook Av & Academy Rd ,0.00
3383 HOLME AVE,Academy Rd & Holme Av,0.00
3301 HOLME AVE,Holme Av & Dean Plz ,0.00
3245 HOLME AVE,Holme Av & Willits Rd ,0.00
3201-05 WILLITS RD,Willits Rd & Exeter Rd,0.00
12801 MCCARTHY CIR,Mechanicsville Rd & Knights Rd - MBFS,0.00
12825 GALDI LN,Mechanicsville Rd & Mechanicsville Pl,0.00
12815 GALDI LN,Mechanicsville Rd & Medford Rd,0.00
3597 VINTON RD,Medford Rd & Vinton Rd,0.00
12717 HOLLINS RD,Medford Rd & Hollins Rd,0.00
3253 LESTER RD,Medford Rd & Lester Rd,0.00
3217 ATMORE RD,Medford Rd & Atmore Rd,0.00
12620 MEDFORD RD,Medford Rd & Danley Rd,0.00
3231 BELGREEN RD,Medford Rd & Belgreen Rd,0.00
12416 MEDFORD RD,Medford Rd & Ancona Rd,0.00
12300-40 ACADEMY RD,Medford Rd & Academy Rd,0.00
11301 ACADEMY RD,Academy Rd & Comly Rd - 1 MBFS,0.00
11101 ACADEMY RD,Academy Rd & Comly Rd - 2 MBFS,0.00
11101 ACADEMY RD,Academy Rd & Chalfont Dr - MBNS,0.00
10901 CALERA RD,Chalfont Dr & Calera Rd - FS,0.00
3501 BROOKVIEW RD,Chalfont Dr & Brookview Dr - FS,0.00
10962 KESWICK RD,Chalfont Dr & Keswick Rd,0.00
3545 CAREY RD,Keswick Rd & Carey Rd,0.00
3599 BROOKVIEW RD,Keswick Rd & Brookview Rd,0.00
10801 RAYLAND RD,Keswick Rd & Rayland Dr,0.00
10700 KESWICK RD,Keswick Rd & Red Lion Rd,0.00
3301 MORRELL AVE,Morrell Av & Keswick Rd,0.00
3279 MORRELL AVE,Morrell Av & Chesterfield Rd,0.00
10101 N CANTERBURY RD,Morrell Av & Canterbury Rd,0.00
9901 E ROOSEVELT BLVD,Academy Rd & Grant Av - MBNS,0.00
9324 ACADEMY RD,Academy Rd & Eden St,0.00
3223 HOLYOKE RD,Academy Rd & Holyoke Rd,0.00
9300 ACADEMY RD,Academy Rd & Convent Av,0.00
9301 ANDOVER RD,Convent Av & Andover Rd,0.00
9301 ANNAPOLIS RD,Convent Av & Annapolis Rd,0.00
9238 CONVENT AVE,Convent Av & Exeter Rd,0.00
9216 CONVENT AVE,Convent Av & Woodbridge Rd - MBNS,0.00
3099 WILLITS RD,Convent Av & Willits Rd,0.00
2855 WILLITS RD,Willits Rd & Cloverly Av,0.00
1209 FRANKFORD AVE,Frankford Av & Girard Av - FS,0.00
1221 FRANKFORD AVE,Frankford Av & Thompson St ,0.00
1351-59 FRANKFORD AVE,Frankford Av & Master St - FS,0.00
1405-21 FRANKFORD AVE,Frankford Av & Jefferson St ,0.00
1523-27 FRANKFORD AVE,Frankford Av & Oxford St,0.00
1701-21 FRANKFORD AVE,Frankford Av & Palmer St,0.00
1775 FRANKFORD AVE,Frankford Av & Montgomery Av ,0.00
1825 FRANKFORD AVE,Frankford Av & Berks St ,0.00
1873 FRANKFORD AVE,Frankford Av & Norris St ,0.00
2043 FRANKFORD AVE,Frankford Av & Susquehanna Av ,0.00
2233-43 FRANKFORD AVE,Frankford Av & Dauphin St ,0.00
2144-46 E YORK ST,Frankford Av & Trenton Av ,0.00
2429 FRANKFORD AVE,Frankford Av & Hagert St ,0.00
2469 FRANKFORD AVE,Frankford Av & Cumberland St,0.00
2537-41 FRANKFORD AVE,Frankford Av & Sergeant St ,0.00
2605 FRANKFORD AVE,Frankford Av & Huntingdon St - FS,0.00
2777 FRANKFORD AVE,Frankford Av & Somerset St ,0.00
2857 FRANKFORD AVE,Frankford Av & Cambria St ,0.00
2953 FRANKFORD AVE,Frankford Av & Orleans St ,0.00
3013 FRANKFORD AVE,Frankford Av & Elkhart St ,0.00
3055-57 FRANKFORD AVE,Frankford Av & Clearfield St ,0.00
3167 FRANKFORD AVE,Frankford Av & Allegheny Av ,0.00
3261 FRANKFORD AVE,Frankford Av & Westmoreland St ,0.00
3375 FRANKFORD AVE,Frankford Av & Ontario St ,0.00
3473 FRANKFORD AVE,Frankford Av & Tioga St ,0.00
3573 FRANKFORD AVE,Frankford Av & Venango St ,0.00
3677 FRANKFORD AVE,Frankford Av & Castor Av,0.00
3737-39 FRANKFORD AVE,Frankford Av & Glenwood Av ,0.00
3827 FRANKFORD AVE,Frankford Av & Valetta St ,0.00
3885 FRANKFORD AVE,Frankford Av & Wheatsheaf Ln ,0.00
3945 FRANKFORD AVE,Frankford Av & Jasper St ,0.00
4101 FRANKFORD AVE,Frankford Av & Adams St,0.00
4101 FRANKFORD AVE,Frankford Av & Womrath St ,0.00
4257 FRANKFORD AVE,Frankford Av & Ruan St ,0.00
4287-89 FRANKFORD AVE,Frankford Av & Church St ,0.00
4361 FRANKFORD AVE,Frankford Av & Unity St ,0.00
4465 FRANKFORD AVE,Frankford Av & Sellers St ,0.00
4677 FRANKFORD AVE,Frankford Av & Margaret St ,0.00
4741 FRANKFORD AVE,Frankford Av & Foulkrod St ,0.00
4837 FRANKFORD AVE,Frankford Av & Harrison St ,0.00
4955-57 FRANKFORD AVE,Frankford Av & Wakeling St ,0.00
5043 FRANKFORD AVE,Frankford Av & Dyre St ,0.00
5401 MASCHER ST,Tabor Rd & Mascher St ,0.00
5501 N 7TH ST,Tabor Rd & 7th St,0.00
927 W TABOR RD,Tabor Rd & 10th St,0.00
5401-65 OLD YORK RD,Tabor Rd & 12th St ,0.00
1000 W TABOR RD,Tabor Rd & 10th St ,0.00
5400-50 N 6TH ST,Tabor Rd & 7th St ,0.00
140 W TABOR RD,Tabor Rd & Mascher St ,0.00
1525 S CHRISTOPHER COLUMBUS BLVD,Tasker St & Columbus Blvd,0.00
1403 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Reed St ,0.00
841 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Washington Av ,0.00
775 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Christian St ,0.00
601 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Lombard Circle,0.00
735 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Catherine St - MBFS,0.00
601 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Spruce St,0.00
211 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Walnut St,0.00
1 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Penns Landing,0.00
121-51 N CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Race St,0.00
233-93 N CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Vine St - FS,0.00
319-59 N CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Callowhill St,0.00
965 FRANKFORD AVE,Frankford Av & Richmond St ,0.00
2400 E YORK ST,Cedar St & York St ,0.00
2437 CEDAR ST,Cedar St & Hagert St ,0.00
2400 E CUMBERLAND ST,Cedar St & Cumberland St ,0.00
2531-35 CEDAR ST,Cedar St & Sergeant St ,0.00
2400 E HUNTINGDON ST,Cedar St & Huntingdon St ,0.00
2629 CEDAR ST,Cedar St & Albert St ,0.00
3595 ARAMINGO AVE,Aramingo Av & Venango St ,0.00
4501 SALMON ST,Lefevre St & Salmon St ,0.00
4501-05 E THOMPSON ST,Lefevre St & Thompson St ,0.00
4501 ALMOND ST,Lefevre St & Almond St ,0.00
2515 LEFEVRE ST,Lefevre St & Miller St ,0.00
4746 ARAMINGO AVE,Margaret St & Stiles St ,0.00
4701 WORTH ST,Margaret St & Worth St ,0.00
2067 MARGARET ST,Margaret St & Torresdale Av ,0.00
689 SPRING LN,Ridge Pk & Little Av - MBNS,0.05
2118 ORTHODOX ST,Orthodox St & Worth St ,0.00
2236 ORTHODOX ST,Orthodox St & Tacony St ,0.00
2350 ORTHODOX ST,Orthodox St & Stiles St ,0.00
2386-92 ORTHODOX ST,Orthodox St & Bermuda St ,0.00
4430 ARAMINGO AVE,Orthodox St & Aramingo Av - FS,0.00
2550 ORTHODOX ST,Orthodox St & Belgrade St ,0.00
2582 ORTHODOX ST,Orthodox St & Almond St ,0.00
2628 ORTHODOX ST,Orthodox St & Thompson St ,0.00
2728 ORTHODOX ST,Orthodox St & Salmon St ,0.00
3600 ARAMINGO AVE,Aramingo Av & Venango St,0.00
2326 E LEHIGH AVE,Memphis St & Lehigh Av - FS,0.00
2622 MEMPHIS ST,Memphis St & Albert St,0.00
2327 E HUNTINGDON ST,Memphis St & Huntingdon St,0.00
2538 MEMPHIS ST,Memphis St & Sergeant St ,0.00
2329 E CUMBERLAND ST,Memphis St & Cumberland St,0.00
2440 MEMPHIS ST,Memphis St & Hagert St,0.00
2327 E YORK ST,Memphis St & York St,0.00
2329 E DAUPHIN ST,Memphis St & Dauphin St,0.00
2321 E SUSQUEHANNA AVE,Memphis St & Susquehanna Av ,0.00
2329 E NORRIS ST,Memphis St & Norris St,0.00
1832 MEMPHIS ST,Memphis St & Berks St ,0.00
1500 E MONTGOMERY AVE,Memphis St & Montgomery St - FS,0.00
1505 E PALMER ST,Memphis St & Palmer St ,0.00
1701-07 TULIP ST,Palmer St & Tulip St ,0.00
1601 E PALMER ST,Palmer St & Frankford Av ,0.00
1500 FRANKFORD AVE,Frankford Av & Jefferson St ,0.00
1340-52 FRANKFORD AVE,Frankford Av & Master St - FS,0.00
1300-04 FRANKFORD AVE,Frankford Av & Thompson St ,0.00
49-61 RICHMOND ST,Frankford Av & Richmond St ,0.00
1000-52 FRANKFORD AVE,Frankford Av & Delaware Av,0.00
700 N DELAWARE AVE,Fairmount Av & Front St ,0.00
300-46 N CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Vine St ,0.00
1 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Market St ,0.00
601 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Spruce St ,0.00
601 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & I95 Ramp,0.00
717 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & I95 Ramp,0.00
840 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Christian St,0.00
1300 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Reed St ,0.00
1530 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Tasker St ,0.00
927-39 N DELAWARE AVE,Delaware Av & Ellen St,0.00
5000 FRANKFORD AVE,Frankford Av & Wakeling St ,0.00
5100-02 FRANKFORD AVE,Frankford Av & Dyre St,0.00
