geoid,geoname,total
42036700,"Census Tract 367, Philadelphia County, Pennsylvania",3856
42036901,"Census Tract 369.01, Philadelphia County, Pennsylvania",4
42036902,"Census Tract 369.02, Philadelphia County, Pennsylvania",6598
42037200,"Census Tract 372, Philadelphia County, Pennsylvania",4524
42037300,"Census Tract 373, Philadelphia County, Pennsylvania",5913
42037500,"Census Tract 375, Philadelphia County, Pennsylvania",4074
42037600,"Census Tract 376, Philadelphia County, Pennsylvania",3664
42037700,"Census Tract 377, Philadelphia County, Pennsylvania",4583
42037800,"Census Tract 378, Philadelphia County, Pennsylvania",2389
42037900,"Census Tract 379, Philadelphia County, Pennsylvania",5313
42038000,"Census Tract 380, Philadelphia County, Pennsylvania",2502
42038100,"Census Tract 381, Philadelphia County, Pennsylvania",753
42038200,"Census Tract 382, Philadelphia County, Pennsylvania",2801
42038301,"Census Tract 383.01, Philadelphia County, Pennsylvania",2663
42038400,"Census Tract 384, Philadelphia County, Pennsylvania",2411
42038500,"Census Tract 385, Philadelphia County, Pennsylvania",1855
42038600,"Census Tract 386, Philadelphia County, Pennsylvania",1338
42038700,"Census Tract 387, Philadelphia County, Pennsylvania",2249
42960200,"Census Tract 9602, Bedford County, Pennsylvania",3382
42960300,"Census Tract 9603, Bedford County, Pennsylvania",4833
42960400,"Census Tract 9604, Bedford County, Pennsylvania",5202
42960500,"Census Tract 9605, Bedford County, Pennsylvania",3327
42960600,"Census Tract 9606, Bedford County, Pennsylvania",4847
42960700,"Census Tract 9607, Bedford County, Pennsylvania",2865
42960800,"Census Tract 9608, Bedford County, Pennsylvania",5105
42960900,"Census Tract 9609, Bedford County, Pennsylvania",4699
42961001,"Census Tract 9610.01, Bedford County, Pennsylvania",2747
42961002,"Census Tract 9610.02, Bedford County, Pennsylvania",3043
42961100,"Census Tract 9611, Bedford County, Pennsylvania",3954
42000100,"Census Tract 1, Berks County, Pennsylvania",6076
42000200,"Census Tract 2, Berks County, Pennsylvania",4041
42000300,"Census Tract 3, Berks County, Pennsylvania",2373
42000400,"Census Tract 4, Berks County, Pennsylvania",4114
42000500,"Census Tract 5, Berks County, Pennsylvania",3702
42000600,"Census Tract 6, Berks County, Pennsylvania",3449
42000700,"Census Tract 7, Berks County, Pennsylvania",4361
42000800,"Census Tract 8, Berks County, Pennsylvania",4658
42000900,"Census Tract 9, Berks County, Pennsylvania",3018
42001000,"Census Tract 10, Berks County, Pennsylvania",3510
42001100,"Census Tract 11, Berks County, Pennsylvania",4448
42001200,"Census Tract 12, Berks County, Pennsylvania",1854
42001300,"Census Tract 13, Berks County, Pennsylvania",3514
42001400,"Census Tract 14, Berks County, Pennsylvania",4833
42001500,"Census Tract 15, Berks County, Pennsylvania",3897
42001600,"Census Tract 16, Berks County, Pennsylvania",2869
42001700,"Census Tract 17, Berks County, Pennsylvania",3353
42001800,"Census Tract 18, Berks County, Pennsylvania",3006
42001900,"Census Tract 19, Berks County, Pennsylvania",2860
42002001,"Census Tract 20.01, Berks County, Pennsylvania",1443
42002002,"Census Tract 20.02, Berks County, Pennsylvania",3268
42002100,"Census Tract 21, Berks County, Pennsylvania",3290
42002200,"Census Tract 22, Berks County, Pennsylvania",2282
42002300,"Census Tract 23, Berks County, Pennsylvania",2302
42002500,"Census Tract 25, Berks County, Pennsylvania",3499
42002600,"Census Tract 26, Berks County, Pennsylvania",3456
42960100,"Census Tract 9601, Bedford County, Pennsylvania",3573
42002700,"Census Tract 27, Berks County, Pennsylvania",2125
42002900,"Census Tract 29, Berks County, Pennsylvania",3511
42010100,"Census Tract 101, Berks County, Pennsylvania",5915
42010201,"Census Tract 102.01, Berks County, Pennsylvania",4444
42010202,"Census Tract 102.02, Berks County, Pennsylvania",5209
42010302,"Census Tract 103.02, Berks County, Pennsylvania",3027
42010303,"Census Tract 103.03, Berks County, Pennsylvania",2023
42911000,"Census Tract 9110, Butler County, Pennsylvania",6159
42911100,"Census Tract 9111, Butler County, Pennsylvania",4931
42911200,"Census Tract 9112, Butler County, Pennsylvania",5268
42911300,"Census Tract 9113, Butler County, Pennsylvania",5166
42911400,"Census Tract 9114, Butler County, Pennsylvania",3361
42911501,"Census Tract 9115.01, Butler County, Pennsylvania",5212
42911502,"Census Tract 9115.02, Butler County, Pennsylvania",4333
42911600,"Census Tract 9116, Butler County, Pennsylvania",4990
42911700,"Census Tract 9117, Butler County, Pennsylvania",4901
42911800,"Census Tract 9118, Butler County, Pennsylvania",7628
42911900,"Census Tract 9119, Butler County, Pennsylvania",4854
42912001,"Census Tract 9120.01, Butler County, Pennsylvania",5542
42912002,"Census Tract 9120.02, Butler County, Pennsylvania",6650
42912101,"Census Tract 9121.01, Butler County, Pennsylvania",4386
42912102,"Census Tract 9121.02, Butler County, Pennsylvania",2607
42912200,"Census Tract 9122, Butler County, Pennsylvania",3288
42912301,"Census Tract 9123.01, Butler County, Pennsylvania",6514
42912303,"Census Tract 9123.03, Butler County, Pennsylvania",2922
42912304,"Census Tract 9123.04, Butler County, Pennsylvania",4106
42912403,"Census Tract 9124.03, Butler County, Pennsylvania",3454
42912404,"Census Tract 9124.04, Butler County, Pennsylvania",6130
42912405,"Census Tract 9124.05, Butler County, Pennsylvania",5150
42912406,"Census Tract 9124.06, Butler County, Pennsylvania",2469
42912701,"Census Tract 9127.01, Butler County, Pennsylvania",3339
42912702,"Census Tract 9127.02, Butler County, Pennsylvania",4561
42912800,"Census Tract 9128, Butler County, Pennsylvania",6820
42980100,"Census Tract 9801, Butler County, Pennsylvania",2397
42000100,"Census Tract 1, Cambria County, Pennsylvania",1194
42000200,"Census Tract 2, Cambria County, Pennsylvania",604
42000300,"Census Tract 3, Cambria County, Pennsylvania",1554
42000500,"Census Tract 5, Cambria County, Pennsylvania",1488
42000600,"Census Tract 6, Cambria County, Pennsylvania",1606
42000700,"Census Tract 7, Cambria County, Pennsylvania",2335
42001200,"Census Tract 12, Cambria County, Pennsylvania",2795
42010100,"Census Tract 101, Cambria County, Pennsylvania",3811
42010200,"Census Tract 102, Cambria County, Pennsylvania",1360
42010300,"Census Tract 103, Cambria County, Pennsylvania",2239
42010500,"Census Tract 105, Cambria County, Pennsylvania",3357
42010600,"Census Tract 106, Cambria County, Pennsylvania",2363
42010700,"Census Tract 107, Cambria County, Pennsylvania",3122
42010801,"Census Tract 108.01, Cambria County, Pennsylvania",5407
42011000,"Census Tract 110, Cambria County, Pennsylvania",1547
42011100,"Census Tract 111, Cambria County, Pennsylvania",5147
42011200,"Census Tract 112, Cambria County, Pennsylvania",2045
42011300,"Census Tract 113, Cambria County, Pennsylvania",4982
42261700,"Census Tract 2617, Fayette County, Pennsylvania",2749
42261800,"Census Tract 2618, Fayette County, Pennsylvania",3377
42261900,"Census Tract 2619, Fayette County, Pennsylvania",3329
42262000,"Census Tract 2620, Fayette County, Pennsylvania",5042
42262100,"Census Tract 2621, Fayette County, Pennsylvania",2559
42262200,"Census Tract 2622, Fayette County, Pennsylvania",3290
42262300,"Census Tract 2623, Fayette County, Pennsylvania",3365
42262400,"Census Tract 2624, Fayette County, Pennsylvania",3289
42262500,"Census Tract 2625, Fayette County, Pennsylvania",3118
42262600,"Census Tract 2626, Fayette County, Pennsylvania",2820
42262701,"Census Tract 2627.01, Fayette County, Pennsylvania",3355
42262702,"Census Tract 2627.02, Fayette County, Pennsylvania",2667
42262800,"Census Tract 2628, Fayette County, Pennsylvania",6861
42262900,"Census Tract 2629, Fayette County, Pennsylvania",4669
42263000,"Census Tract 2630, Fayette County, Pennsylvania",3276
42263100,"Census Tract 2631, Fayette County, Pennsylvania",5610
42263200,"Census Tract 2632, Fayette County, Pennsylvania",2206
42263300,"Census Tract 2633, Fayette County, Pennsylvania",1426
42530100,"Census Tract 5301, Forest County, Pennsylvania",4361
42530200,"Census Tract 5302, Forest County, Pennsylvania",2612
42010100,"Census Tract 101, Franklin County, Pennsylvania",4251
42010200,"Census Tract 102, Franklin County, Pennsylvania",4669
42010301,"Census Tract 103.01, Franklin County, Pennsylvania",5844
42010302,"Census Tract 103.02, Franklin County, Pennsylvania",4099
42010401,"Census Tract 104.01, Franklin County, Pennsylvania",4498
42010402,"Census Tract 104.02, Franklin County, Pennsylvania",5042
42010501,"Census Tract 105.01, Franklin County, Pennsylvania",4679
42010502,"Census Tract 105.02, Franklin County, Pennsylvania",4217
42010600,"Census Tract 106, Franklin County, Pennsylvania",6612
42010701,"Census Tract 107.01, Franklin County, Pennsylvania",4710
42010702,"Census Tract 107.02, Franklin County, Pennsylvania",3305
42010800,"Census Tract 108, Franklin County, Pennsylvania",3933
42010900,"Census Tract 109, Franklin County, Pennsylvania",4936
42011000,"Census Tract 110, Franklin County, Pennsylvania",5890
42011100,"Census Tract 111, Franklin County, Pennsylvania",3946
42011200,"Census Tract 112, Franklin County, Pennsylvania",3198
42011301,"Census Tract 113.01, Franklin County, Pennsylvania",5346
42011302,"Census Tract 113.02, Franklin County, Pennsylvania",6028
42011400,"Census Tract 114, Franklin County, Pennsylvania",5917
42011500,"Census Tract 115, Franklin County, Pennsylvania",5969
42011600,"Census Tract 116, Franklin County, Pennsylvania",6068
42011701,"Census Tract 117.01, Franklin County, Pennsylvania",4871
42011702,"Census Tract 117.02, Franklin County, Pennsylvania",4205
42011800,"Census Tract 118, Franklin County, Pennsylvania",4251
42200703,"Census Tract 2007.03, Montgomery County, Pennsylvania",4656
42200704,"Census Tract 2007.04, Montgomery County, Pennsylvania",3491
42200707,"Census Tract 2007.07, Montgomery County, Pennsylvania",4347
42200708,"Census Tract 2007.08, Montgomery County, Pennsylvania",6146
42200800,"Census Tract 2008, Montgomery County, Pennsylvania",3496
42200901,"Census Tract 2009.01, Montgomery County, Pennsylvania",4681
42200902,"Census Tract 2009.02, Montgomery County, Pennsylvania",1367
42200903,"Census Tract 2009.03, Montgomery County, Pennsylvania",5193
42200906,"Census Tract 2009.06, Montgomery County, Pennsylvania",2191
42200907,"Census Tract 2009.07, Montgomery County, Pennsylvania",2736
42200908,"Census Tract 2009.08, Montgomery County, Pennsylvania",2605
42201003,"Census Tract 2010.03, Montgomery County, Pennsylvania",5245
42201004,"Census Tract 2010.04, Montgomery County, Pennsylvania",5857
42201005,"Census Tract 2010.05, Montgomery County, Pennsylvania",3521
42201006,"Census Tract 2010.06, Montgomery County, Pennsylvania",2449
42201100,"Census Tract 2011, Montgomery County, Pennsylvania",3426
42201201,"Census Tract 2012.01, Montgomery County, Pennsylvania",6474
42201203,"Census Tract 2012.03, Montgomery County, Pennsylvania",3313
42201204,"Census Tract 2012.04, Montgomery County, Pennsylvania",2289
42201301,"Census Tract 2013.01, Montgomery County, Pennsylvania",3531
42201302,"Census Tract 2013.02, Montgomery County, Pennsylvania",3276
42201404,"Census Tract 2014.04, Montgomery County, Pennsylvania",4868
42201406,"Census Tract 2014.06, Montgomery County, Pennsylvania",5085
42201407,"Census Tract 2014.07, Montgomery County, Pennsylvania",2604
42201408,"Census Tract 2014.08, Montgomery County, Pennsylvania",4400
42201409,"Census Tract 2014.09, Montgomery County, Pennsylvania",4423
42201410,"Census Tract 2014.10, Montgomery County, Pennsylvania",2552
42201411,"Census Tract 2014.11, Montgomery County, Pennsylvania",2733
42201501,"Census Tract 2015.01, Montgomery County, Pennsylvania",3810
42201502,"Census Tract 2015.02, Montgomery County, Pennsylvania",2070
42201603,"Census Tract 2016.03, Montgomery County, Pennsylvania",4770
42201604,"Census Tract 2016.04, Montgomery County, Pennsylvania",3178
42201605,"Census Tract 2016.05, Montgomery County, Pennsylvania",3265
42201606,"Census Tract 2016.06, Montgomery County, Pennsylvania",2415
42201607,"Census Tract 2016.07, Montgomery County, Pennsylvania",3604
42201608,"Census Tract 2016.08, Montgomery County, Pennsylvania",4944
42201703,"Census Tract 2017.03, Montgomery County, Pennsylvania",3107
42201704,"Census Tract 2017.04, Montgomery County, Pennsylvania",3564
42201705,"Census Tract 2017.05, Montgomery County, Pennsylvania",4530
42201706,"Census Tract 2017.06, Montgomery County, Pennsylvania",4743
42201800,"Census Tract 2018, Montgomery County, Pennsylvania",3603
42201901,"Census Tract 2019.01, Montgomery County, Pennsylvania",5066
42201902,"Census Tract 2019.02, Montgomery County, Pennsylvania",5833
42038800,"Census Tract 388, Philadelphia County, Pennsylvania",3883
42038900,"Census Tract 389, Philadelphia County, Pennsylvania",2988
42039001,"Census Tract 390.01, Philadelphia County, Pennsylvania",3979
42039002,"Census Tract 390.02, Philadelphia County, Pennsylvania",4421
42039100,"Census Tract 391, Philadelphia County, Pennsylvania",2577
42980001,"Census Tract 9800.01, Philadelphia County, Pennsylvania",3
42980002,"Census Tract 9800.02, Philadelphia County, Pennsylvania",12
42980003,"Census Tract 9800.03, Philadelphia County, Pennsylvania",21
42980100,"Census Tract 9801, Philadelphia County, Pennsylvania",52
42980200,"Census Tract 9802, Philadelphia County, Pennsylvania",336
42980300,"Census Tract 9803, Philadelphia County, Pennsylvania",3
42980400,"Census Tract 9804, Philadelphia County, Pennsylvania",0
42980500,"Census Tract 9805, Philadelphia County, Pennsylvania",2
42980600,"Census Tract 9806, Philadelphia County, Pennsylvania",2
42980701,"Census Tract 9807.01, Philadelphia County, Pennsylvania",0
42980702,"Census Tract 9807.02, Philadelphia County, Pennsylvania",9
42980800,"Census Tract 9808, Philadelphia County, Pennsylvania",13
42980901,"Census Tract 9809.01, Philadelphia County, Pennsylvania",44
42980902,"Census Tract 9809.02, Philadelphia County, Pennsylvania",0
42980903,"Census Tract 9809.03, Philadelphia County, Pennsylvania",6
42980904,"Census Tract 9809.04, Philadelphia County, Pennsylvania",1
42980905,"Census Tract 9809.05, Philadelphia County, Pennsylvania",0
42980906,"Census Tract 9809.06, Philadelphia County, Pennsylvania",0
42989100,"Census Tract 9891, Philadelphia County, Pennsylvania",3688
42989200,"Census Tract 9892, Philadelphia County, Pennsylvania",3
42989300,"Census Tract 9893, Philadelphia County, Pennsylvania",65
42950102,"Census Tract 9501.02, Pike County, Pennsylvania",2528
42950103,"Census Tract 9501.03, Pike County, Pennsylvania",2362
42950104,"Census Tract 9501.04, Pike County, Pennsylvania",2537
42950202,"Census Tract 9502.02, Pike County, Pennsylvania",1532
42950203,"Census Tract 9502.03, Pike County, Pennsylvania",1652
42950204,"Census Tract 9502.04, Pike County, Pennsylvania",1888
42950302,"Census Tract 9503.02, Pike County, Pennsylvania",761
42950303,"Census Tract 9503.03, Pike County, Pennsylvania",1467
42950304,"Census Tract 9503.04, Pike County, Pennsylvania",978
42950501,"Census Tract 9505.01, Pike County, Pennsylvania",1619
42950503,"Census Tract 9505.03, Pike County, Pennsylvania",1884
42950504,"Census Tract 9505.04, Pike County, Pennsylvania",1912
42950601,"Census Tract 9506.01, Pike County, Pennsylvania",1523
42950603,"Census Tract 9506.03, Pike County, Pennsylvania",1103
42950606,"Census Tract 9506.06, Pike County, Pennsylvania",6089
42950607,"Census Tract 9506.07, Pike County, Pennsylvania",2797
42950608,"Census Tract 9506.08, Pike County, Pennsylvania",3604
42950701,"Census Tract 9507.01, Pike County, Pennsylvania",3751
42010401,"Census Tract 104.01, Berks County, Pennsylvania",1616
42010402,"Census Tract 104.02, Berks County, Pennsylvania",7221
42010500,"Census Tract 105, Berks County, Pennsylvania",6658
42010601,"Census Tract 106.01, Berks County, Pennsylvania",2776
42010602,"Census Tract 106.02, Berks County, Pennsylvania",6230
42010701,"Census Tract 107.01, Berks County, Pennsylvania",2941
42010702,"Census Tract 107.02, Berks County, Pennsylvania",4722
42010801,"Census Tract 108.01, Berks County, Pennsylvania",1953
42010803,"Census Tract 108.03, Berks County, Pennsylvania",5948
42010804,"Census Tract 108.04, Berks County, Pennsylvania",3646
42010902,"Census Tract 109.02, Berks County, Pennsylvania",4286
42010903,"Census Tract 109.03, Berks County, Pennsylvania",6062
42010904,"Census Tract 109.04, Berks County, Pennsylvania",3797
42010905,"Census Tract 109.05, Berks County, Pennsylvania",5261
42011000,"Census Tract 110, Berks County, Pennsylvania",4765
42011101,"Census Tract 111.01, Berks County, Pennsylvania",2530
42011102,"Census Tract 111.02, Berks County, Pennsylvania",5581
42011200,"Census Tract 112, Berks County, Pennsylvania",4553
42011300,"Census Tract 113, Berks County, Pennsylvania",3001
42011400,"Census Tract 114, Berks County, Pennsylvania",5475
42011500,"Census Tract 115, Berks County, Pennsylvania",2927
42011601,"Census Tract 116.01, Berks County, Pennsylvania",5536
42011602,"Census Tract 116.02, Berks County, Pennsylvania",4545
42011603,"Census Tract 116.03, Berks County, Pennsylvania",5538
42011702,"Census Tract 117.02, Berks County, Pennsylvania",4602
42011703,"Census Tract 117.03, Berks County, Pennsylvania",4288
42011704,"Census Tract 117.04, Berks County, Pennsylvania",2527
42011705,"Census Tract 117.05, Berks County, Pennsylvania",5011
42011800,"Census Tract 118, Berks County, Pennsylvania",5106
42011902,"Census Tract 119.02, Berks County, Pennsylvania",3886
42011903,"Census Tract 119.03, Berks County, Pennsylvania",5175
42011905,"Census Tract 119.05, Berks County, Pennsylvania",3411
42011906,"Census Tract 119.06, Berks County, Pennsylvania",4810
42012001,"Census Tract 120.01, Berks County, Pennsylvania",2397
42012003,"Census Tract 120.03, Berks County, Pennsylvania",2195
42012004,"Census Tract 120.04, Berks County, Pennsylvania",6757
42012101,"Census Tract 121.01, Berks County, Pennsylvania",1892
42010304,"Census Tract 103.04, Berks County, Pennsylvania",6637
42012103,"Census Tract 121.03, Berks County, Pennsylvania",2500
42012104,"Census Tract 121.04, Berks County, Pennsylvania",3130
42012106,"Census Tract 121.06, Berks County, Pennsylvania",4914
42012107,"Census Tract 121.07, Berks County, Pennsylvania",3573
42012200,"Census Tract 122, Berks County, Pennsylvania",3318
42012300,"Census Tract 123, Berks County, Pennsylvania",4638
42012400,"Census Tract 124, Berks County, Pennsylvania",7853
42011400,"Census Tract 114, Cambria County, Pennsylvania",3084
42011500,"Census Tract 115, Cambria County, Pennsylvania",4236
42011600,"Census Tract 116, Cambria County, Pennsylvania",2511
42011700,"Census Tract 117, Cambria County, Pennsylvania",2288
42011800,"Census Tract 118, Cambria County, Pennsylvania",3938
42011900,"Census Tract 119, Cambria County, Pennsylvania",3560
42012000,"Census Tract 120, Cambria County, Pennsylvania",6030
42012100,"Census Tract 121, Cambria County, Pennsylvania",2372
42012200,"Census Tract 122, Cambria County, Pennsylvania",3557
42012300,"Census Tract 123, Cambria County, Pennsylvania",4151
42012400,"Census Tract 124, Cambria County, Pennsylvania",3662
42012500,"Census Tract 125, Cambria County, Pennsylvania",5814
42012600,"Census Tract 126, Cambria County, Pennsylvania",3404
42012700,"Census Tract 127, Cambria County, Pennsylvania",2526
42012800,"Census Tract 128, Cambria County, Pennsylvania",4994
42012900,"Census Tract 129, Cambria County, Pennsylvania",3432
42013000,"Census Tract 130, Cambria County, Pennsylvania",2459
42013100,"Census Tract 131, Cambria County, Pennsylvania",2509
42013200,"Census Tract 132, Cambria County, Pennsylvania",3943
42013300,"Census Tract 133, Cambria County, Pennsylvania",5752
42013400,"Census Tract 134, Cambria County, Pennsylvania",2005
42013500,"Census Tract 135, Cambria County, Pennsylvania",2727
42013600,"Census Tract 136, Cambria County, Pennsylvania",3114
42013700,"Census Tract 137, Cambria County, Pennsylvania",4448
42960100,"Census Tract 9601, Cameron County, Pennsylvania",1923
42960200,"Census Tract 9602, Cameron County, Pennsylvania",2624
42020102,"Census Tract 201.02, Carbon County, Pennsylvania",4507
42020103,"Census Tract 201.03, Carbon County, Pennsylvania",3721
42020106,"Census Tract 201.06, Carbon County, Pennsylvania",2038
42020107,"Census Tract 201.07, Carbon County, Pennsylvania",3481
42020108,"Census Tract 201.08, Carbon County, Pennsylvania",2724
42020201,"Census Tract 202.01, Carbon County, Pennsylvania",3194
42020202,"Census Tract 202.02, Carbon County, Pennsylvania",3090
42020301,"Census Tract 203.01, Carbon County, Pennsylvania",3336
42020302,"Census Tract 203.02, Carbon County, Pennsylvania",3120
42020400,"Census Tract 204, Carbon County, Pennsylvania",4141
42020501,"Census Tract 205.01, Carbon County, Pennsylvania",4261
42020502,"Census Tract 205.02, Carbon County, Pennsylvania",2748
42020600,"Census Tract 206, Carbon County, Pennsylvania",5248
42020700,"Census Tract 207, Carbon County, Pennsylvania",5185
42020801,"Census Tract 208.01, Carbon County, Pennsylvania",3935
42020802,"Census Tract 208.02, Carbon County, Pennsylvania",4427
42020900,"Census Tract 209, Carbon County, Pennsylvania",5593
42010100,"Census Tract 101, Centre County, Pennsylvania",3815
42010200,"Census Tract 102, Centre County, Pennsylvania",2702
42011900,"Census Tract 119, Franklin County, Pennsylvania",6702
42012001,"Census Tract 120.01, Franklin County, Pennsylvania",3881
42012002,"Census Tract 120.02, Franklin County, Pennsylvania",3017
42012100,"Census Tract 121, Franklin County, Pennsylvania",4117
42012200,"Census Tract 122, Franklin County, Pennsylvania",3559
42012300,"Census Tract 123, Franklin County, Pennsylvania",4557
42012400,"Census Tract 124, Franklin County, Pennsylvania",2835
42012501,"Census Tract 125.01, Franklin County, Pennsylvania",7230
42012502,"Census Tract 125.02, Franklin County, Pennsylvania",3550
42960100,"Census Tract 9601, Fulton County, Pennsylvania",4799
42960200,"Census Tract 9602, Fulton County, Pennsylvania",5065
42960300,"Census Tract 9603, Fulton County, Pennsylvania",4692
42970101,"Census Tract 9701.01, Greene County, Pennsylvania",1451
42970102,"Census Tract 9701.02, Greene County, Pennsylvania",5364
42970200,"Census Tract 9702, Greene County, Pennsylvania",3029
42970300,"Census Tract 9703, Greene County, Pennsylvania",4034
42970400,"Census Tract 9704, Greene County, Pennsylvania",3702
42970501,"Census Tract 9705.01, Greene County, Pennsylvania",4404
42970502,"Census Tract 9705.02, Greene County, Pennsylvania",3622
42970600,"Census Tract 9706, Greene County, Pennsylvania",4006
42970700,"Census Tract 9707, Greene County, Pennsylvania",2421
42970800,"Census Tract 9708, Greene County, Pennsylvania",3921
42950100,"Census Tract 9501, Huntingdon County, Pennsylvania",1752
42950200,"Census Tract 9502, Huntingdon County, Pennsylvania",3597
42950301,"Census Tract 9503.01, Huntingdon County, Pennsylvania",4624
42950302,"Census Tract 9503.02, Huntingdon County, Pennsylvania",3312
42950400,"Census Tract 9504, Huntingdon County, Pennsylvania",6827
42950500,"Census Tract 9505, Huntingdon County, Pennsylvania",3253
42950600,"Census Tract 9506, Huntingdon County, Pennsylvania",3998
42950800,"Census Tract 9508, Huntingdon County, Pennsylvania",3416
42950900,"Census Tract 9509, Huntingdon County, Pennsylvania",2308
42951000,"Census Tract 9510, Huntingdon County, Pennsylvania",2546
42951100,"Census Tract 9511, Huntingdon County, Pennsylvania",1811
42951200,"Census Tract 9512, Huntingdon County, Pennsylvania",4624
42951300,"Census Tract 9513, Huntingdon County, Pennsylvania",2024
42960100,"Census Tract 9601, Indiana County, Pennsylvania",3918
42960200,"Census Tract 9602, Indiana County, Pennsylvania",4830
42960300,"Census Tract 9603, Indiana County, Pennsylvania",2324
42960400,"Census Tract 9604, Indiana County, Pennsylvania",3414
42960500,"Census Tract 9605, Indiana County, Pennsylvania",3203
42960600,"Census Tract 9606, Indiana County, Pennsylvania",4800
42960700,"Census Tract 9607, Indiana County, Pennsylvania",5249
42960800,"Census Tract 9608, Indiana County, Pennsylvania",3914
42960900,"Census Tract 9609, Indiana County, Pennsylvania",4771
42202000,"Census Tract 2020, Montgomery County, Pennsylvania",2638
42202100,"Census Tract 2021, Montgomery County, Pennsylvania",4719
42202201,"Census Tract 2022.01, Montgomery County, Pennsylvania",4821
42202202,"Census Tract 2022.02, Montgomery County, Pennsylvania",3115
42202301,"Census Tract 2023.01, Montgomery County, Pennsylvania",4544
42202302,"Census Tract 2023.02, Montgomery County, Pennsylvania",2390
42202401,"Census Tract 2024.01, Montgomery County, Pennsylvania",3252
42202402,"Census Tract 2024.02, Montgomery County, Pennsylvania",4957
42202500,"Census Tract 2025, Montgomery County, Pennsylvania",6260
42202602,"Census Tract 2026.02, Montgomery County, Pennsylvania",2670
42202603,"Census Tract 2026.03, Montgomery County, Pennsylvania",3096
42202604,"Census Tract 2026.04, Montgomery County, Pennsylvania",2347
42203000,"Census Tract 2030, Montgomery County, Pennsylvania",3421
42203103,"Census Tract 2031.03, Montgomery County, Pennsylvania",3530
42203104,"Census Tract 2031.04, Montgomery County, Pennsylvania",4484
42203105,"Census Tract 2031.05, Montgomery County, Pennsylvania",5888
42203106,"Census Tract 2031.06, Montgomery County, Pennsylvania",2384
42203203,"Census Tract 2032.03, Montgomery County, Pennsylvania",4262
42203204,"Census Tract 2032.04, Montgomery County, Pennsylvania",7350
42203205,"Census Tract 2032.05, Montgomery County, Pennsylvania",2245
42203207,"Census Tract 2032.07, Montgomery County, Pennsylvania",3375
42203208,"Census Tract 2032.08, Montgomery County, Pennsylvania",3101
42203302,"Census Tract 2033.02, Montgomery County, Pennsylvania",6197
42203303,"Census Tract 2033.03, Montgomery County, Pennsylvania",4055
42203304,"Census Tract 2033.04, Montgomery County, Pennsylvania",3769
42203401,"Census Tract 2034.01, Montgomery County, Pennsylvania",6348
42203402,"Census Tract 2034.02, Montgomery County, Pennsylvania",6606
42203403,"Census Tract 2034.03, Montgomery County, Pennsylvania",3247
42203500,"Census Tract 2035, Montgomery County, Pennsylvania",6365
42203601,"Census Tract 2036.01, Montgomery County, Pennsylvania",3068
42203602,"Census Tract 2036.02, Montgomery County, Pennsylvania",4037
42203701,"Census Tract 2037.01, Montgomery County, Pennsylvania",1620
42203801,"Census Tract 2038.01, Montgomery County, Pennsylvania",3746
42203803,"Census Tract 2038.03, Montgomery County, Pennsylvania",5956
42203804,"Census Tract 2038.04, Montgomery County, Pennsylvania",3439
42203901,"Census Tract 2039.01, Montgomery County, Pennsylvania",3529
42203902,"Census Tract 2039.02, Montgomery County, Pennsylvania",3988
42204002,"Census Tract 2040.02, Montgomery County, Pennsylvania",3571
42204007,"Census Tract 2040.07, Montgomery County, Pennsylvania",2446
42204008,"Census Tract 2040.08, Montgomery County, Pennsylvania",3160
42204009,"Census Tract 2040.09, Montgomery County, Pennsylvania",2201
42204010,"Census Tract 2040.10, Montgomery County, Pennsylvania",2622
42204101,"Census Tract 2041.01, Montgomery County, Pennsylvania",4493
42950702,"Census Tract 9507.02, Pike County, Pennsylvania",3702
42950803,"Census Tract 9508.03, Pike County, Pennsylvania",1430
42950804,"Census Tract 9508.04, Pike County, Pennsylvania",3727
42950805,"Census Tract 9508.05, Pike County, Pennsylvania",2903
42950806,"Census Tract 9508.06, Pike County, Pennsylvania",2783
42950901,"Census Tract 9509.01, Pike County, Pennsylvania",2512
42950902,"Census Tract 9509.02, Pike County, Pennsylvania",1491
42950101,"Census Tract 9501.01, Potter County, Pennsylvania",2240
42950102,"Census Tract 9501.02, Potter County, Pennsylvania",2109
42950200,"Census Tract 9502, Potter County, Pennsylvania",3091
42950300,"Census Tract 9503, Potter County, Pennsylvania",4157
42950401,"Census Tract 9504.01, Potter County, Pennsylvania",1099
42950402,"Census Tract 9504.02, Potter County, Pennsylvania",1694
42950500,"Census Tract 9505, Potter County, Pennsylvania",2006
42000100,"Census Tract 1, Schuylkill County, Pennsylvania",5007
42000200,"Census Tract 2, Schuylkill County, Pennsylvania",2471
42000300,"Census Tract 3, Schuylkill County, Pennsylvania",5295
42000400,"Census Tract 4, Schuylkill County, Pennsylvania",5781
42000500,"Census Tract 5, Schuylkill County, Pennsylvania",3499
42000601,"Census Tract 6.01, Schuylkill County, Pennsylvania",3216
42000602,"Census Tract 6.02, Schuylkill County, Pennsylvania",1027
42000700,"Census Tract 7, Schuylkill County, Pennsylvania",3364
42000800,"Census Tract 8, Schuylkill County, Pennsylvania",3860
42000901,"Census Tract 9.01, Schuylkill County, Pennsylvania",3396
42000902,"Census Tract 9.02, Schuylkill County, Pennsylvania",3579
42001000,"Census Tract 10, Schuylkill County, Pennsylvania",2471
