geoname,geoid,total
"Block Group 2, Census Tract 1021.02, Bucks County, Pennsylvania",1500000US420171021022,1997
"Block Group 1, Census Tract 1021.04, Bucks County, Pennsylvania",1500000US420171021041,654
"Block Group 2, Census Tract 1021.04, Bucks County, Pennsylvania",1500000US420171021042,1806
"Block Group 3, Census Tract 1021.04, Bucks County, Pennsylvania",1500000US420171021043,1286
"Block Group 4, Census Tract 1021.04, Bucks County, Pennsylvania",1500000US420171021044,997
"Block Group 5, Census Tract 1021.04, Bucks County, Pennsylvania",1500000US420171021045,1250
"Block Group 1, Census Tract 1023, Bucks County, Pennsylvania",1500000US420171023001,858
"Block Group 2, Census Tract 1023, Bucks County, Pennsylvania",1500000US420171023002,1870
"Block Group 3, Census Tract 1023, Bucks County, Pennsylvania",1500000US420171023003,1317
"Block Group 4, Census Tract 1023, Bucks County, Pennsylvania",1500000US420171023004,796
"Block Group 1, Census Tract 1024.01, Bucks County, Pennsylvania",1500000US420171024011,2494
"Block Group 2, Census Tract 1024.01, Bucks County, Pennsylvania",1500000US420171024012,1567
"Block Group 2, Census Tract 1024.02, Bucks County, Pennsylvania",1500000US420171024022,2303
"Block Group 3, Census Tract 1024.02, Bucks County, Pennsylvania",1500000US420171024023,926
"Block Group 2, Census Tract 1025, Bucks County, Pennsylvania",1500000US420171025002,2623
"Block Group 1, Census Tract 1026, Bucks County, Pennsylvania",1500000US420171026001,2199
"Block Group 2, Census Tract 1027, Bucks County, Pennsylvania",1500000US420171027002,1641
"Block Group 3, Census Tract 1027, Bucks County, Pennsylvania",1500000US420171027003,1328
"Block Group 1, Census Tract 1028.01, Bucks County, Pennsylvania",1500000US420171028011,2476
"Block Group 2, Census Tract 1028.01, Bucks County, Pennsylvania",1500000US420171028012,989
"Block Group 2, Census Tract 1031.01, Bucks County, Pennsylvania",1500000US420171031012,1001
"Block Group 3, Census Tract 1031.01, Bucks County, Pennsylvania",1500000US420171031013,699
"Block Group 2, Census Tract 1031.02, Bucks County, Pennsylvania",1500000US420171031022,1363
"Block Group 1, Census Tract 1031.03, Bucks County, Pennsylvania",1500000US420171031031,1933
"Block Group 3, Census Tract 1031.03, Bucks County, Pennsylvania",1500000US420171031033,1363
"Block Group 1, Census Tract 1033, Bucks County, Pennsylvania",1500000US420171033001,627
"Block Group 3, Census Tract 1033, Bucks County, Pennsylvania",1500000US420171033003,769
"Block Group 1, Census Tract 1034, Bucks County, Pennsylvania",1500000US420171034001,1562
"Block Group 3, Census Tract 1034, Bucks County, Pennsylvania",1500000US420171034003,1085
"Block Group 4, Census Tract 1034, Bucks County, Pennsylvania",1500000US420171034004,1420
"Block Group 2, Census Tract 1037, Bucks County, Pennsylvania",1500000US420171037002,723
"Block Group 3, Census Tract 1037, Bucks County, Pennsylvania",1500000US420171037003,1180
"Block Group 1, Census Tract 1038, Bucks County, Pennsylvania",1500000US420171038001,1234
"Block Group 2, Census Tract 1039, Bucks County, Pennsylvania",1500000US420171039002,1793
"Block Group 3, Census Tract 1039, Bucks County, Pennsylvania",1500000US420171039003,1002
"Block Group 2, Census Tract 1040, Bucks County, Pennsylvania",1500000US420171040002,646
"Block Group 3, Census Tract 1040, Bucks County, Pennsylvania",1500000US420171040003,782
"Block Group 5, Census Tract 1040, Bucks County, Pennsylvania",1500000US420171040005,2160
"Block Group 1, Census Tract 3035.01, Chester County, Pennsylvania",1500000US420293035011,1002
"Block Group 2, Census Tract 3035.01, Chester County, Pennsylvania",1500000US420293035012,1240
"Block Group 3, Census Tract 3035.01, Chester County, Pennsylvania",1500000US420293035013,1428
"Block Group 4, Census Tract 3035.01, Chester County, Pennsylvania",1500000US420293035014,702
"Block Group 1, Census Tract 3035.02, Chester County, Pennsylvania",1500000US420293035021,1806
"Block Group 2, Census Tract 3035.02, Chester County, Pennsylvania",1500000US420293035022,1128
"Block Group 1, Census Tract 3038.01, Chester County, Pennsylvania",1500000US420293038011,2681
"Block Group 2, Census Tract 3038.01, Chester County, Pennsylvania",1500000US420293038012,1847
"Block Group 2, Census Tract 3038.03, Chester County, Pennsylvania",1500000US420293038032,881
"Block Group 3, Census Tract 3038.03, Chester County, Pennsylvania",1500000US420293038033,1449
"Block Group 2, Census Tract 3038.04, Chester County, Pennsylvania",1500000US420293038042,1662
"Block Group 3, Census Tract 3038.04, Chester County, Pennsylvania",1500000US420293038043,3331
"Block Group 2, Census Tract 3039.01, Chester County, Pennsylvania",1500000US420293039012,1820
"Block Group 3, Census Tract 3039.01, Chester County, Pennsylvania",1500000US420293039013,1412
"Block Group 2, Census Tract 3039.02, Chester County, Pennsylvania",1500000US420293039022,1034
"Block Group 3, Census Tract 3039.02, Chester County, Pennsylvania",1500000US420293039023,2024
"Block Group 2, Census Tract 3040, Chester County, Pennsylvania",1500000US420293040002,1217
"Block Group 3, Census Tract 3040, Chester County, Pennsylvania",1500000US420293040003,1460
"Block Group 2, Census Tract 3041.01, Chester County, Pennsylvania",1500000US420293041012,1561
"Block Group 3, Census Tract 3041.01, Chester County, Pennsylvania",1500000US420293041013,587
"Block Group 2, Census Tract 3041.02, Chester County, Pennsylvania",1500000US420293041022,2426
"Block Group 1, Census Tract 3042.01, Chester County, Pennsylvania",1500000US420293042011,1704
"Block Group 3, Census Tract 3042.01, Chester County, Pennsylvania",1500000US420293042013,1426
"Block Group 4, Census Tract 3042.01, Chester County, Pennsylvania",1500000US420293042014,1740
"Block Group 2, Census Tract 3043, Chester County, Pennsylvania",1500000US420293043002,2881
"Block Group 3, Census Tract 3043, Chester County, Pennsylvania",1500000US420293043003,1028
"Block Group 5, Census Tract 3043, Chester County, Pennsylvania",1500000US420293043005,924
"Block Group 6, Census Tract 3043, Chester County, Pennsylvania",1500000US420293043006,1270
"Block Group 2, Census Tract 3044.03, Chester County, Pennsylvania",1500000US420293044032,1759
"Block Group 1, Census Tract 3044.04, Chester County, Pennsylvania",1500000US420293044041,2173
"Block Group 3, Census Tract 3044.04, Chester County, Pennsylvania",1500000US420293044043,1135
"Block Group 1, Census Tract 3044.05, Chester County, Pennsylvania",1500000US420293044051,1231
"Block Group 3, Census Tract 3044.05, Chester County, Pennsylvania",1500000US420293044053,1620
"Block Group 4, Census Tract 3044.05, Chester County, Pennsylvania",1500000US420293044054,1202
"Block Group 2, Census Tract 3044.06, Chester County, Pennsylvania",1500000US420293044062,1090
"Block Group 1, Census Tract 3045.02, Chester County, Pennsylvania",1500000US420293045021,2104
"Block Group 2, Census Tract 3045.02, Chester County, Pennsylvania",1500000US420293045022,1021
"Block Group 1, Census Tract 3045.03, Chester County, Pennsylvania",1500000US420293045031,1842
"Block Group 2, Census Tract 3045.03, Chester County, Pennsylvania",1500000US420293045032,3146
"Block Group 1, Census Tract 3045.04, Chester County, Pennsylvania",1500000US420293045041,2566
"Block Group 4, Census Tract 4012, Delaware County, Pennsylvania",1500000US420454012004,993
"Block Group 1, Census Tract 4013.02, Delaware County, Pennsylvania",1500000US420454013021,737
"Block Group 1, Census Tract 4013.03, Delaware County, Pennsylvania",1500000US420454013031,2330
"Block Group 1, Census Tract 4014.01, Delaware County, Pennsylvania",1500000US420454014011,1203
"Block Group 1, Census Tract 4014.02, Delaware County, Pennsylvania",1500000US420454014021,685
"Block Group 2, Census Tract 4014.02, Delaware County, Pennsylvania",1500000US420454014022,759
"Block Group 4, Census Tract 4014.02, Delaware County, Pennsylvania",1500000US420454014024,1410
"Block Group 1, Census Tract 4015.02, Delaware County, Pennsylvania",1500000US420454015021,1425
"Block Group 3, Census Tract 4015.02, Delaware County, Pennsylvania",1500000US420454015023,1185
"Block Group 4, Census Tract 4015.02, Delaware County, Pennsylvania",1500000US420454015024,709
"Block Group 2, Census Tract 4015.03, Delaware County, Pennsylvania",1500000US420454015032,1914
"Block Group 1, Census Tract 4016, Delaware County, Pennsylvania",1500000US420454016001,831
"Block Group 1, Census Tract 4017, Delaware County, Pennsylvania",1500000US420454017001,2714
"Block Group 1, Census Tract 4018, Delaware County, Pennsylvania",1500000US420454018001,1409
"Block Group 3, Census Tract 4018, Delaware County, Pennsylvania",1500000US420454018003,1502
"Block Group 1, Census Tract 4019, Delaware County, Pennsylvania",1500000US420454019001,868
"Block Group 3, Census Tract 4019, Delaware County, Pennsylvania",1500000US420454019003,1020
"Block Group 4, Census Tract 4019, Delaware County, Pennsylvania",1500000US420454019004,1874
"Block Group 2, Census Tract 4020, Delaware County, Pennsylvania",1500000US420454020002,1110
"Block Group 1, Census Tract 4021, Delaware County, Pennsylvania",1500000US420454021001,2133
"Block Group 3, Census Tract 4021, Delaware County, Pennsylvania",1500000US420454021003,1985
"Block Group 4, Census Tract 4021, Delaware County, Pennsylvania",1500000US420454021004,1070
"Block Group 1, Census Tract 4023, Delaware County, Pennsylvania",1500000US420454023001,2010
"Block Group 2, Census Tract 4023, Delaware County, Pennsylvania",1500000US420454023002,1662
"Block Group 2, Census Tract 4024, Delaware County, Pennsylvania",1500000US420454024002,1008
"Block Group 3, Census Tract 4024, Delaware County, Pennsylvania",1500000US420454024003,1142
"Block Group 2, Census Tract 4025, Delaware County, Pennsylvania",1500000US420454025002,1487
"Block Group 3, Census Tract 4025, Delaware County, Pennsylvania",1500000US420454025003,813
"Block Group 2, Census Tract 4026, Delaware County, Pennsylvania",1500000US420454026002,1379
"Block Group 1, Census Tract 4027, Delaware County, Pennsylvania",1500000US420454027001,1352
"Block Group 2, Census Tract 4027, Delaware County, Pennsylvania",1500000US420454027002,1122
"Block Group 1, Census Tract 4028, Delaware County, Pennsylvania",1500000US420454028001,2001
"Block Group 2, Census Tract 4028, Delaware County, Pennsylvania",1500000US420454028002,1597
"Block Group 3, Census Tract 4028, Delaware County, Pennsylvania",1500000US420454028003,1086
"Block Group 4, Census Tract 4028, Delaware County, Pennsylvania",1500000US420454028004,1330
"Block Group 1, Census Tract 4029, Delaware County, Pennsylvania",1500000US420454029001,1015
"Block Group 2, Census Tract 4029, Delaware County, Pennsylvania",1500000US420454029002,1002
"Block Group 3, Census Tract 4029, Delaware County, Pennsylvania",1500000US420454029003,1340
"Block Group 1, Census Tract 4030.01, Delaware County, Pennsylvania",1500000US420454030011,1387
"Block Group 2, Census Tract 4030.01, Delaware County, Pennsylvania",1500000US420454030012,1652
"Block Group 3, Census Tract 9705.02, Greene County, Pennsylvania",1500000US420599705023,1392
"Block Group 1, Census Tract 9706, Greene County, Pennsylvania",1500000US420599706001,900
"Block Group 2, Census Tract 9706, Greene County, Pennsylvania",1500000US420599706002,1172
"Block Group 4, Census Tract 9706, Greene County, Pennsylvania",1500000US420599706004,1198
"Block Group 1, Census Tract 9707, Greene County, Pennsylvania",1500000US420599707001,810
"Block Group 3, Census Tract 9707, Greene County, Pennsylvania",1500000US420599707003,1025
"Block Group 1, Census Tract 9708, Greene County, Pennsylvania",1500000US420599708001,885
"Block Group 3, Census Tract 9708, Greene County, Pennsylvania",1500000US420599708003,1276
"Block Group 2, Census Tract 9501, Huntingdon County, Pennsylvania",1500000US420619501002,893
"Block Group 1, Census Tract 9502, Huntingdon County, Pennsylvania",1500000US420619502001,1010
"Block Group 3, Census Tract 9502, Huntingdon County, Pennsylvania",1500000US420619502003,627
"Block Group 1, Census Tract 9503.01, Huntingdon County, Pennsylvania",1500000US420619503011,1030
"Block Group 3, Census Tract 9503.01, Huntingdon County, Pennsylvania",1500000US420619503013,1354
"Block Group 4, Census Tract 9503.01, Huntingdon County, Pennsylvania",1500000US420619503014,1306
"Block Group 1, Census Tract 9504, Huntingdon County, Pennsylvania",1500000US420619504001,1982
"Block Group 2, Census Tract 9504, Huntingdon County, Pennsylvania",1500000US420619504002,1053
"Block Group 4, Census Tract 9504, Huntingdon County, Pennsylvania",1500000US420619504004,1546
"Block Group 5, Census Tract 9504, Huntingdon County, Pennsylvania",1500000US420619504005,1201
"Block Group 2, Census Tract 9505, Huntingdon County, Pennsylvania",1500000US420619505002,922
"Block Group 3, Census Tract 9505, Huntingdon County, Pennsylvania",1500000US420619505003,1012
"Block Group 1, Census Tract 9506, Huntingdon County, Pennsylvania",1500000US420619506001,2400
"Block Group 2, Census Tract 9506, Huntingdon County, Pennsylvania",1500000US420619506002,1598
"Block Group 1, Census Tract 9508, Huntingdon County, Pennsylvania",1500000US420619508001,1365
"Block Group 2, Census Tract 9508, Huntingdon County, Pennsylvania",1500000US420619508002,1153
"Block Group 3, Census Tract 9508, Huntingdon County, Pennsylvania",1500000US420619508003,898
"Block Group 1, Census Tract 9509, Huntingdon County, Pennsylvania",1500000US420619509001,659
"Block Group 2, Census Tract 9509, Huntingdon County, Pennsylvania",1500000US420619509002,848
"Block Group 3, Census Tract 9509, Huntingdon County, Pennsylvania",1500000US420619509003,801
"Block Group 1, Census Tract 9510, Huntingdon County, Pennsylvania",1500000US420619510001,716
"Block Group 2, Census Tract 9510, Huntingdon County, Pennsylvania",1500000US420619510002,1061
"Block Group 3, Census Tract 9510, Huntingdon County, Pennsylvania",1500000US420619510003,769
"Block Group 1, Census Tract 9511, Huntingdon County, Pennsylvania",1500000US420619511001,550
"Block Group 2, Census Tract 9511, Huntingdon County, Pennsylvania",1500000US420619511002,1261
"Block Group 1, Census Tract 9512, Huntingdon County, Pennsylvania",1500000US420619512001,1478
"Block Group 2, Census Tract 9512, Huntingdon County, Pennsylvania",1500000US420619512002,828
"Block Group 4, Census Tract 9512, Huntingdon County, Pennsylvania",1500000US420619512004,840
"Block Group 5, Census Tract 9512, Huntingdon County, Pennsylvania",1500000US420619512005,693
"Block Group 2, Census Tract 9513, Huntingdon County, Pennsylvania",1500000US420619513002,1412
"Block Group 1, Census Tract 9601, Indiana County, Pennsylvania",1500000US420639601001,1331
"Block Group 3, Census Tract 9601, Indiana County, Pennsylvania",1500000US420639601003,1453
"Block Group 2, Census Tract 28.02, Lebanon County, Pennsylvania",1500000US420750028022,1536
"Block Group 1, Census Tract 29, Lebanon County, Pennsylvania",1500000US420750029001,1383
"Block Group 2, Census Tract 29, Lebanon County, Pennsylvania",1500000US420750029002,1711
"Block Group 2, Census Tract 30, Lebanon County, Pennsylvania",1500000US420750030002,1534
"Block Group 3, Census Tract 30, Lebanon County, Pennsylvania",1500000US420750030003,2834
"Block Group 2, Census Tract 31, Lebanon County, Pennsylvania",1500000US420750031002,978
"Block Group 3, Census Tract 31, Lebanon County, Pennsylvania",1500000US420750031003,1579
"Block Group 2, Census Tract 32, Lebanon County, Pennsylvania",1500000US420750032002,2584
"Block Group 1, Census Tract 33, Lebanon County, Pennsylvania",1500000US420750033001,939
"Block Group 3, Census Tract 33, Lebanon County, Pennsylvania",1500000US420750033003,676
"Block Group 1, Census Tract 34, Lebanon County, Pennsylvania",1500000US420750034001,1859
"Block Group 1, Census Tract 35, Lebanon County, Pennsylvania",1500000US420750035001,1769
"Block Group 2, Census Tract 35, Lebanon County, Pennsylvania",1500000US420750035002,1795
"Block Group 1, Census Tract 36, Lebanon County, Pennsylvania",1500000US420750036001,833
"Block Group 2, Census Tract 36, Lebanon County, Pennsylvania",1500000US420750036002,2860
"Block Group 2, Census Tract 37, Lebanon County, Pennsylvania",1500000US420750037002,2350
"Block Group 1, Census Tract 38.01, Lebanon County, Pennsylvania",1500000US420750038011,1197
"Block Group 2, Census Tract 38.01, Lebanon County, Pennsylvania",1500000US420750038012,714
"Block Group 3, Census Tract 38.01, Lebanon County, Pennsylvania",1500000US420750038013,1686
"Block Group 1, Census Tract 38.02, Lebanon County, Pennsylvania",1500000US420750038021,2411
"Block Group 2, Census Tract 38.02, Lebanon County, Pennsylvania",1500000US420750038022,1089
"Block Group 3, Census Tract 38.02, Lebanon County, Pennsylvania",1500000US420750038023,1814
"Block Group 1, Census Tract 39.01, Lebanon County, Pennsylvania",1500000US420750039011,1514
"Block Group 2, Census Tract 39.01, Lebanon County, Pennsylvania",1500000US420750039012,2288
"Block Group 1, Census Tract 39.02, Lebanon County, Pennsylvania",1500000US420750039021,1806
"Block Group 2, Census Tract 39.02, Lebanon County, Pennsylvania",1500000US420750039022,2222
"Block Group 1, Census Tract 40, Lebanon County, Pennsylvania",1500000US420750040001,2852
"Block Group 2, Census Tract 40, Lebanon County, Pennsylvania",1500000US420750040002,1338
"Block Group 3, Census Tract 40, Lebanon County, Pennsylvania",1500000US420750040003,1397
"Block Group 4, Census Tract 40, Lebanon County, Pennsylvania",1500000US420750040004,3189
"Block Group 1, Census Tract 41, Lebanon County, Pennsylvania",1500000US420750041001,980
"Block Group 1, Census Tract 42, Lebanon County, Pennsylvania",1500000US420750042001,1588
"Block Group 2, Census Tract 42, Lebanon County, Pennsylvania",1500000US420750042002,3016
"Block Group 2, Census Tract 1.01, Lehigh County, Pennsylvania",1500000US420770001012,1738
"Block Group 3, Census Tract 1.01, Lehigh County, Pennsylvania",1500000US420770001013,992
"Block Group 2, Census Tract 1.02, Lehigh County, Pennsylvania",1500000US420770001022,1221
"Block Group 3, Census Tract 1.02, Lehigh County, Pennsylvania",1500000US420770001023,1420
"Block Group 1, Census Tract 4, Lehigh County, Pennsylvania",1500000US420770004001,1463
"Block Group 2, Census Tract 4, Lehigh County, Pennsylvania",1500000US420770004002,2327
"Block Group 2, Census Tract 5, Lehigh County, Pennsylvania",1500000US420770005002,978
"Block Group 1, Census Tract 6, Lehigh County, Pennsylvania",1500000US420770006001,1153
"Block Group 2, Census Tract 9611.01, Mifflin County, Pennsylvania",1500000US420879611012,1178
"Block Group 3, Census Tract 9611.01, Mifflin County, Pennsylvania",1500000US420879611013,1040
"Block Group 2, Census Tract 9611.02, Mifflin County, Pennsylvania",1500000US420879611022,801
"Block Group 3, Census Tract 9611.02, Mifflin County, Pennsylvania",1500000US420879611023,1228
"Block Group 1, Census Tract 9612, Mifflin County, Pennsylvania",1500000US420879612001,643
"Block Group 2, Census Tract 9612, Mifflin County, Pennsylvania",1500000US420879612002,1401
"Block Group 1, Census Tract 3001.01, Monroe County, Pennsylvania",1500000US420893001011,1138
"Block Group 2, Census Tract 3001.01, Monroe County, Pennsylvania",1500000US420893001012,2050
"Block Group 1, Census Tract 3001.03, Monroe County, Pennsylvania",1500000US420893001031,1455
"Block Group 2, Census Tract 3001.03, Monroe County, Pennsylvania",1500000US420893001032,1684
"Block Group 1, Census Tract 3001.04, Monroe County, Pennsylvania",1500000US420893001041,2002
"Block Group 2, Census Tract 3001.04, Monroe County, Pennsylvania",1500000US420893001042,1018
"Block Group 2, Census Tract 3002.01, Monroe County, Pennsylvania",1500000US420893002012,1242
"Block Group 3, Census Tract 3002.01, Monroe County, Pennsylvania",1500000US420893002013,830
"Block Group 4, Census Tract 3002.01, Monroe County, Pennsylvania",1500000US420893002014,553
"Block Group 1, Census Tract 3002.03, Monroe County, Pennsylvania",1500000US420893002031,1178
"Block Group 2, Census Tract 3002.03, Monroe County, Pennsylvania",1500000US420893002032,1911
"Block Group 1, Census Tract 3002.04, Monroe County, Pennsylvania",1500000US420893002041,1861
"Block Group 2, Census Tract 3002.04, Monroe County, Pennsylvania",1500000US420893002042,1038
"Block Group 1, Census Tract 3003.08, Monroe County, Pennsylvania",1500000US420893003081,518
"Block Group 2, Census Tract 3003.08, Monroe County, Pennsylvania",1500000US420893003082,1173
"Block Group 3, Census Tract 3003.08, Monroe County, Pennsylvania",1500000US420893003083,1191
"Block Group 1, Census Tract 3003.11, Monroe County, Pennsylvania",1500000US420893003111,1298
"Block Group 2, Census Tract 3003.11, Monroe County, Pennsylvania",1500000US420893003112,828
"Block Group 1, Census Tract 3003.12, Monroe County, Pennsylvania",1500000US420893003121,720
"Block Group 2, Census Tract 3003.12, Monroe County, Pennsylvania",1500000US420893003122,829
"Block Group 3, Census Tract 3003.12, Monroe County, Pennsylvania",1500000US420893003123,562
"Block Group 2, Census Tract 3003.13, Monroe County, Pennsylvania",1500000US420893003132,464
"Block Group 3, Census Tract 3003.13, Monroe County, Pennsylvania",1500000US420893003133,874
"Block Group 2, Census Tract 3003.14, Monroe County, Pennsylvania",1500000US420893003142,506
"Block Group 1, Census Tract 3003.15, Monroe County, Pennsylvania",1500000US420893003151,1267
"Block Group 1, Census Tract 3003.16, Monroe County, Pennsylvania",1500000US420893003161,1168
"Block Group 3, Census Tract 3003.16, Monroe County, Pennsylvania",1500000US420893003163,606
"Block Group 1, Census Tract 3003.17, Monroe County, Pennsylvania",1500000US420893003171,1130
"Block Group 3, Census Tract 3003.17, Monroe County, Pennsylvania",1500000US420893003173,680
"Block Group 1, Census Tract 3003.18, Monroe County, Pennsylvania",1500000US420893003181,1332
"Block Group 1, Census Tract 3003.19, Monroe County, Pennsylvania",1500000US420893003191,1089
"Block Group 2, Census Tract 3003.19, Monroe County, Pennsylvania",1500000US420893003192,534
"Block Group 1, Census Tract 3003.20, Monroe County, Pennsylvania",1500000US420893003201,773
"Block Group 2, Census Tract 3003.20, Monroe County, Pennsylvania",1500000US420893003202,965
"Block Group 2, Census Tract 147, Northampton County, Pennsylvania",1500000US420950147002,1392
"Block Group 1, Census Tract 152.02, Northampton County, Pennsylvania",1500000US420950152021,1627
"Block Group 1, Census Tract 152.03, Northampton County, Pennsylvania",1500000US420950152031,1226
"Block Group 2, Census Tract 152.03, Northampton County, Pennsylvania",1500000US420950152032,1648
"Block Group 3, Census Tract 152.03, Northampton County, Pennsylvania",1500000US420950152033,686
"Block Group 2, Census Tract 153, Northampton County, Pennsylvania",1500000US420950153002,2080
"Block Group 3, Census Tract 153, Northampton County, Pennsylvania",1500000US420950153003,1042
"Block Group 1, Census Tract 154, Northampton County, Pennsylvania",1500000US420950154001,956
"Block Group 2, Census Tract 154, Northampton County, Pennsylvania",1500000US420950154002,1022
"Block Group 3, Census Tract 154, Northampton County, Pennsylvania",1500000US420950154003,943
"Block Group 1, Census Tract 155, Northampton County, Pennsylvania",1500000US420950155001,1610
"Block Group 2, Census Tract 155, Northampton County, Pennsylvania",1500000US420950155002,2070
"Block Group 3, Census Tract 155, Northampton County, Pennsylvania",1500000US420950155003,1302
"Block Group 4, Census Tract 155, Northampton County, Pennsylvania",1500000US420950155004,1281
"Block Group 1, Census Tract 156, Northampton County, Pennsylvania",1500000US420950156001,1627
"Block Group 2, Census Tract 156, Northampton County, Pennsylvania",1500000US420950156002,630
"Block Group 3, Census Tract 156, Northampton County, Pennsylvania",1500000US420950156003,1253
"Block Group 1, Census Tract 157, Northampton County, Pennsylvania",1500000US420950157001,896
"Block Group 2, Census Tract 157, Northampton County, Pennsylvania",1500000US420950157002,1083
"Block Group 1, Census Tract 158.01, Northampton County, Pennsylvania",1500000US420950158011,2254
"Block Group 2, Census Tract 158.01, Northampton County, Pennsylvania",1500000US420950158012,1500
"Block Group 1, Census Tract 158.02, Northampton County, Pennsylvania",1500000US420950158021,1658
"Block Group 2, Census Tract 158.02, Northampton County, Pennsylvania",1500000US420950158022,1564
"Block Group 2, Census Tract 159.01, Northampton County, Pennsylvania",1500000US420950159012,1259
"Block Group 3, Census Tract 159.01, Northampton County, Pennsylvania",1500000US420950159013,1095
"Block Group 1, Census Tract 159.02, Northampton County, Pennsylvania",1500000US420950159021,1437
"Block Group 2, Census Tract 159.02, Northampton County, Pennsylvania",1500000US420950159022,1433
"Block Group 1, Census Tract 160.01, Northampton County, Pennsylvania",1500000US420950160011,2070
"Block Group 2, Census Tract 160.01, Northampton County, Pennsylvania",1500000US420950160012,1967
"Block Group 3, Census Tract 160.01, Northampton County, Pennsylvania",1500000US420950160013,2143
"Block Group 2, Census Tract 160.02, Northampton County, Pennsylvania",1500000US420950160022,605
"Block Group 3, Census Tract 160.02, Northampton County, Pennsylvania",1500000US420950160023,1417
"Block Group 1, Census Tract 161, Northampton County, Pennsylvania",1500000US420950161001,666
"Block Group 2, Census Tract 161, Northampton County, Pennsylvania",1500000US420950161002,1401
"Block Group 2, Census Tract 162.01, Northampton County, Pennsylvania",1500000US420950162012,1292
"Block Group 3, Census Tract 162.01, Northampton County, Pennsylvania",1500000US420950162013,1542
"Block Group 1, Census Tract 162.02, Northampton County, Pennsylvania",1500000US420950162021,1873
"Block Group 2, Census Tract 162.02, Northampton County, Pennsylvania",1500000US420950162022,2638
"Block Group 2, Census Tract 163, Northampton County, Pennsylvania",1500000US420950163002,1780
"Block Group 1, Census Tract 167.02, Philadelphia County, Pennsylvania",1500000US421010167021,600
"Block Group 2, Census Tract 167.02, Philadelphia County, Pennsylvania",1500000US421010167022,715
"Block Group 4, Census Tract 167.02, Philadelphia County, Pennsylvania",1500000US421010167024,731
"Block Group 1, Census Tract 168, Philadelphia County, Pennsylvania",1500000US421010168001,1522
"Block Group 3, Census Tract 168, Philadelphia County, Pennsylvania",1500000US421010168003,711
"Block Group 1, Census Tract 169.01, Philadelphia County, Pennsylvania",1500000US421010169011,1051
"Block Group 2, Census Tract 169.01, Philadelphia County, Pennsylvania",1500000US421010169012,819
"Block Group 3, Census Tract 169.01, Philadelphia County, Pennsylvania",1500000US421010169013,1255
"Block Group 1, Census Tract 169.02, Philadelphia County, Pennsylvania",1500000US421010169021,1269
"Block Group 2, Census Tract 169.02, Philadelphia County, Pennsylvania",1500000US421010169022,814
"Block Group 3, Census Tract 169.02, Philadelphia County, Pennsylvania",1500000US421010169023,1617
"Block Group 4, Census Tract 169.02, Philadelphia County, Pennsylvania",1500000US421010169024,1330
"Block Group 1, Census Tract 170, Philadelphia County, Pennsylvania",1500000US421010170001,1384
"Block Group 2, Census Tract 170, Philadelphia County, Pennsylvania",1500000US421010170002,491
"Block Group 3, Census Tract 170, Philadelphia County, Pennsylvania",1500000US421010170003,1251
"Block Group 1, Census Tract 171, Philadelphia County, Pennsylvania",1500000US421010171001,686
"Block Group 2, Census Tract 171, Philadelphia County, Pennsylvania",1500000US421010171002,821
"Block Group 3, Census Tract 171, Philadelphia County, Pennsylvania",1500000US421010171003,1469
"Block Group 4, Census Tract 171, Philadelphia County, Pennsylvania",1500000US421010171004,746
"Block Group 1, Census Tract 172.01, Philadelphia County, Pennsylvania",1500000US421010172011,902
"Block Group 3, Census Tract 172.01, Philadelphia County, Pennsylvania",1500000US421010172013,1012
"Block Group 1, Census Tract 172.02, Philadelphia County, Pennsylvania",1500000US421010172021,1070
"Block Group 3, Census Tract 172.02, Philadelphia County, Pennsylvania",1500000US421010172023,725
"Block Group 4, Census Tract 172.02, Philadelphia County, Pennsylvania",1500000US421010172024,973
"Block Group 1, Census Tract 173, Philadelphia County, Pennsylvania",1500000US421010173001,1086
"Block Group 3, Census Tract 173, Philadelphia County, Pennsylvania",1500000US421010173003,1238
"Block Group 1, Census Tract 174, Philadelphia County, Pennsylvania",1500000US421010174001,1227
"Block Group 1, Census Tract 175, Philadelphia County, Pennsylvania",1500000US421010175001,1645
"Block Group 2, Census Tract 175, Philadelphia County, Pennsylvania",1500000US421010175002,930
"Block Group 4, Census Tract 175, Philadelphia County, Pennsylvania",1500000US421010175004,818
"Block Group 5, Census Tract 175, Philadelphia County, Pennsylvania",1500000US421010175005,1314
"Block Group 1, Census Tract 176.01, Philadelphia County, Pennsylvania",1500000US421010176011,2103
"Block Group 2, Census Tract 176.01, Philadelphia County, Pennsylvania",1500000US421010176012,1593
"Block Group 1, Census Tract 176.02, Philadelphia County, Pennsylvania",1500000US421010176021,1527
"Block Group 2, Census Tract 176.02, Philadelphia County, Pennsylvania",1500000US421010176022,739
"Block Group 1, Census Tract 177.01, Philadelphia County, Pennsylvania",1500000US421010177011,1228
"Block Group 2, Census Tract 177.01, Philadelphia County, Pennsylvania",1500000US421010177012,1112
"Block Group 1, Census Tract 177.02, Philadelphia County, Pennsylvania",1500000US421010177021,786
"Block Group 4, Census Tract 177.02, Philadelphia County, Pennsylvania",1500000US421010177024,985
"Block Group 2, Census Tract 9501.02, Potter County, Pennsylvania",1500000US421059501022,986
"Block Group 2, Census Tract 9502, Potter County, Pennsylvania",1500000US421059502002,1103
